code,description,unit_measure,CPC,section,division,group,class,subclass
19321,Curso / Treinamento Educação - Distância,UN,929,"9: SERVIÇOS DA COMUNIDADE, PESSOAIS E SOCIAIS E OUTROS SERVIÇOS",92: SERVIÇOS DA INSTRUÇÃO/ EDUCAÇÃO/ ENSINO,929: OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO,NaN,NaN
