code,description,unit_measure,CPC,section,division,group,class,subclass
18481,Consultoria e Assessoria - Educação,UN,8319,"8: SERVIÇOS DE ARQUITETURA, DESENHOS TÉCNICOS, PESQUISA E DESENVOLVIMENTO, NEGÓCIO E PRODUÇÃO","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS",831: SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO,"8319: OUTROS SERVIÇOS DE GERÊNCIA/GESTÃO, EXCETO OS DE PROJETOS DECONSTRUÇÃO",NaN
